"uuid","void/retire","data class","data type","fully specified name:en","short name:en","short name:en_GB","synonym 1:en","synonym 2:en","synonym 3:en","synonym 4:en","synonym 5:en","synonym 6:en","synonym 7:en","synonym 8:en","description:en","mappings|SAME-AS|PIH Malawi","mappings|NARROWER-THAN|Malawi HMIS Outpatient Indicators","mappings|NARROWER-THAN|SPINE Coded answers","mappings|NARROWER-THAN|SPINE","mappings|SAME-AS|PIH","mappings|SAME-AS|CIEL","mappings|SAME-AS|SNOMED CT","mappings|NARROWER-THAN|SNOMED NP","mappings|SAME-AS|AMPATH","mappings|NARROWER-THAN|SNOMED CT","mappings|SAME-AS|org.openmrs.module.emrapi","absolute high","critical high","normal high","absolute low","critical low","normal low","allow decimals","units","display precision"
"654994c2-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Negative","-","-","(-)","NEG",,,,,,,"Response to a finding or test result.","664",,,,,,,,,,,,,,,,,,,
"657306f4-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Negative - retired",,,,,,,,,,,"Generic answer to a question","6738",,,,,,,,,,,,,,,,,,,
"6562a96c-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Neighbor",,,,,,,,,,,"Someone who lives nearby","3087",,,,,,,,,,,,,,,,,,,
"657ce3c2-977f-11e1-8993-905e29aff6c1",,"Symptom","N/A","Neighbour's phone",,,,,,,,,,,"Neighbour's phone","8314",,,,,,,,,,,,,,,,,,,
"6576217c-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Neisseria gonorrhoeae",,,,,,,,,,,,"7312",,,,,,,,,,,,,,,,,,,
"654b93f8-977f-11e1-8993-905e29aff6c1",,"Test","Coded","Neisseria gonorrhoeae polymerase chain reaction","GC PCR","GC PCR","Gonorrhea PCR",,,,,,,,"Test to detect neisseria infections via PCR","1036",,,,,,,,,,,,,,,,,,,
"654b9614-977f-11e1-8993-905e29aff6c1",,"Test","Coded","Neisseria gonorrhoeae polymerase chain reaction, qualitative","GC PCR qual","GC PCR qual","Gonorrhea PCR qual","Gonococcal PCR qual","GC PCR  qual",,,,,,"Qualitative test to detect gonococcal infections via PCR","1038",,,,,,,,,,,,,,,,,,,
"6575ea9a-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Neisseria meningitidis",,,,,,,,,,,,"7269",,,,,,,,,,,,,,,,,,,
"6575ecf2-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Neisseria meningitidis, group A",,,,,,,,,,,,"7270",,,,,,,,,,,,,,,,,,,
"6575eeaa-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Neisseria meningitidis, group B",,,,,,,,,,,,"7271",,,,,,,,,,,,,,,,,,,
"6575f06c-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Neisseria meningitidis, group C",,,,,,,,,,,,"7272",,,,,,,,,,,,,,,,,,,
"6575f224-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Neisseria meningitidis, group D",,,,,,,,,,,,"7273",,,,,,,,,,,,,,,,,,,
"6575f3d2-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Neisseria meningitidis, W135",,,,,,,,,,,,"7274",,,,,,,,,,,,,,,,,,,
"65761c22-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Neisseria species",,,,,,,,,,,,"7307",,,,,,,,,,,,,,,,,,,
"6549288e-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Nelfinavir",,,"NFV","Viracept",,,,,,,"A protease-inhibiting drug usually used in combination with other drugs to suppress the replication of HIV.","635",,,,,,,,,,,,,,,,,,,
"656ddf80-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nelfinavir ARV",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,"false",,
"656de6ec-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nelfinavir comment",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,"false",,
"656de4d0-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nelfinavir discontinuation1",,,,,,,,,,,"Discontinuation Reason #1 - Nelfinavir (NFV)",,,,,,,,,,,,,,,,,,"false",,
"656b8fbe-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nelfinavir discontinuation1 today",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,,,
"656de5de-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nelfinavir discontinuation2",,,,,,,,,,,"Discontinuation Reason #2 - Nelfinavir (NFV)",,,,,,,,,,,,,,,,,,"false",,
"656b90d6-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nelfinavir discontinuation2 today",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,,,
"656de2aa-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nelfinavir discontinued",,,,,,,,,,,"ARVs Discontinued Since Last Visit - Nelfinavir",,,,,,,,,,,,,,,,,,"false",,
"656ddc4c-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nelfinavir past",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,"false",,
"656ddd64-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nelfinavir present",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,"false",,
"656b8d8e-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nelfinavir recommendation",,,,,,,,,,,"Medication Recommendation - Nelfinavir (NFV)",,,,,,,,,,,,,,,,,,,,
"656b91e4-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nelfinavir sig",,,,,,,,,,,"Dose And Comments - Nelfinavir (NFV)",,,,,,,,,,,,,,,,,,,,
"656de08e-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nelfinavir start continue",,,,,,,,,,,"ARVs Started/Continued Since Last Visit -Nelfinavir",,,,,,,,,,,,,,,,,,"false",,
"656de19c-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nelfinavir start date",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,"false",,
"656b8ea6-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nelfinavir start stop date",,,,,,,,,,,"Start/Stop Date",,,,,,,,,,,,,,,,,,,,
"656de3b8-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nelfinavir stop date",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,"false",,
"656dde72-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nelfinavirp mtct",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,"false",,
"654a2888-977f-11e1-8993-905e29aff6c1","true","Drug","N/A","Neltolon",,,,,,,,,,,"Topical antifungal",,,,,,,,,,,,,,,,,,,,
"e08214c0-955d-11e7-abc4-cec278b6b50a",,"Misc","N/A","Neno GeneXpert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6569451a-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Neomycin sulphate + bacitracin zinc",,,,,,,,,,,"Antibacterial agents, typically used for eye infections life conjunctivitis.
","4054",,,,,,,,,,,,,,,,,,,
"6578cd00-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Neonatal death",,,,,,,,,,,,"7802",,,,,,,,,,,,,,,,,,,
"82b4827e-cf4d-11e5-ab30-625662870761",,"Finding","Coded","Neonatal infection, Cerebral Malaria, and/or Meningitis",,,,,,,,,,,,"8518",,,,,,,,,,,,,,,,,,,
"6546e038-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Neonatal sepsis",,,"Neonatal infection","Sepsis neonatal",,,,,,,"Infections of newborns that occur shortly after birth, presumably due to issues related to delivery.","226","55",,,,,,,,,,,,,,,,,,
"65736f5e-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Neonatal tetanus",,,,,,,,,,,"A form of generalized tetanus that occurs in newborn infants who have not acquired passive immunity.","6834","4",,,,,,,,,,,,,,,,,,
"6545e2aa-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Neoplasm",,,,,,,,,,,"Unspecified growths (tumors), benign or malignant.","75","49",,,,,,,,,,,,,,,,,,
"65780c08-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Neoplastic bone infiltration",,,,,,,,,,,,"7684",,,"7",,,,,,,,,,,,,,,,
"65728d14-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Neoplastic paraplegia",,,,,,,,,,,,"6639",,,,,,,,,,,,,,,,,,,
"65723cec-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Neoplastic spondylitis",,,,,,,,,,,,"6592",,,,,,,,,,,,,,,,,,,
"657359d8-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Neostigmine",,,"Prostigmin",,,,,,,,"A cholinergic drug used to treat some ophthalmic conditions and to treat myasthenia gravis.","6813",,,,,,,,,,,,,,,,,,,
"65778d0a-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Nephritic syndrome",,,,,,,,,,,"A collection of signs (known as a syndrome) associated with disorders affecting the kidneys, more specifically glomerular disorders","7569",,"8",,,,,,,,,,,,,,,,,
"65696f40-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Nephropathy",,,,,,,,,,,"Disease or abnormality of the kidney.","5025","51",,,,,,,,,,,,,,,,,,
"6571cdc0-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Nephrotic syndrome",,,,,,,,,,,"A nonspecific disorder in which the kidneys are damaged, causing them to leak large amounts of protein (proteinuria at least 3.5 grams per day per 1.73m2 body surface area) from the blood into the urine.","6527",,"8","7",,,,,,,,,,,,,,,,
"657169d4-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Nervous system diagnosis",,,"Nervous system",,,,,,,,,"6441",,,,,,,,,,,,,,,,,,,
"6574d614-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Neurocysticercosis",,,,,,,,,,,"Parasitic infection caused by the presence of immature tapeworm larvae within the central nervous system.","7093",,,"7",,,,,,,,,,,,,,,,
"65786c2a-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Neurogenic",,,,,,,,,,,,"7728",,"8",,,,,,,,,,,,,,,,,
"656af4dc-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Neurologic",,,,,,,,,,,"Normal, Abnormal",,,,,,,,,,,,,,,,,,"false",,
"656a6a58-977f-11e1-8993-905e29aff6c1","true","Anatomy","Boolean","Neurologic comment",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,,,
"657129e2-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Neurologic complications present",,,,,,,,,,,"Neurologic complications presented by a patient","6392",,,,,,,,,,,,,,,,,,,
"655f2d46-977f-11e1-8993-905e29aff6c1",,"ConvSet","N/A","Neurologic exam construct",,,,,,,,,,,"neurological exam findings","2421",,,,,,,,,,,,,,,,,,,
"6557b0de-977f-11e1-8993-905e29aff6c1",,"Finding","Coded","Neurologic exam findings",,,,,,,,,,,"Findings noted upon neurologic examination.","1129",,,,,,,,,,,,,,,,,,,
"656ad25e-977f-11e1-8993-905e29aff6c1","true","Question","Coded","Neurologic symptoms",,,,,,,,,,,"Symptoms related to the nervous sysystem",,,,,,,,,,,,,,,,,,,,
"655d71d6-977f-11e1-8993-905e29aff6c1",,"Anatomy","Text","Neurologic system",,,,,,,,,,,"The neurological system","2145",,,,,,,,,,,,,,,,,,,
"657687ac-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Neurological condition",,,,,,,,,,,,"7401",,,,,,,,,,,,,,,,,,,
"65680df8-977f-11e1-8993-905e29aff6c1",,"Finding","Coded","Neurological exam findings",,,,,,,,,,,"Findings on the neurological exam","3838",,,,,,,,,,,,,,,,,,,
"115268AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA",,"Diagnosis","N/A","Neuropathy",,,,,,,,,,,,"8450",,,,,,,,,,,,,,,,,,,
"3237c804-ada3-11e5-bf7f-feff819cdc9f",,"Diagnosis","Coded","Neuropathy and Peripheral Vascular Disease",,,"Neuropathy and/or PVD",,,,,,,,,"8451",,,,,,,,,,,,,,,,,,,
"6573d94e-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Neurosyphilis",,,,,,,,,,,"A syphilis infection involving the central nervous system.","6869",,,,,,,,,,,,,,,,,,,
"65763e50-977f-11e1-8993-905e29aff6c1",,"Test","N/A","Neutphils",,,,,,,,,,,,"7339",,,,,,,,,,,,,,,,,,,
"657980e2-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Neutropaenia, unexplained < 500 /mm(cubed)",,,,,,,,,,,,"7954",,,,,,,,,,,,,,,,,,,
"654b81b0-977f-11e1-8993-905e29aff6c1",,"Test","Numeric","Neutrophils","Polys","Polys","PMNS","Polymorphonuclear cells",,,,,,,"Type of white blood cell which forms an early line of defence against bacterial infections","1022",,,,,,,,,,,,,,,,,"false","%",
"65577f4c-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Never",,,,,,,,,,,"Generic response to a question.","1090",,,,,,,,,,,,,,,,,,,
"65575a76-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Never married",,,,,,,,,,,"Answer which describes a type of civil status.","1057",,,,,,,,,,,,,,,,,,,
"65701b88-977f-11e1-8993-905e29aff6c1",,"Question","Boolean","Never on cardiac medications",,,"Never taken cardiac drugs",,,,,,,,"The patient has never taken cardiac medications","6207",,,,,,,,,,,,,,,,,,,
"6559d076-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Never previously treated for tuberculosis",,,"Never previously treated for TB",,,,,,,,"New multidrug-resistant tuberculosis patient that has never previously been treated for tuberculosis, drug-resistant or drug-sensitive.","1447",,,,,,,,,,,,,,,,,,,
"655f9b5a-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Never received antiretrovirals before","ART naive","ART naive",,,,,,,,,,"2514",,,,,,,,,,,,,,,,,,,
"6549247e-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Nevirapine",,,"Viramune","NVP",,,,,,,"A non-nucleoside analogue that is used as an antiviral drug in the treatment of HIV infection.","631",,,,,,,,,,,,,,,,,,,
"656dc7d4-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nevirapine ARV",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,"false",,
"656dcf90-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nevirapine comment",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,"false",,
"656dcd7e-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nevirapine discontinuation1",,,,,,,,,,,"Discontinuation Reason #1 - Nevirapine (NVP)",,,,,,,,,,,,,,,,,,"false",,
"656b8488-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nevirapine discontinuation1 today",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,"false",,
"656dce82-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nevirapine discontinuation2",,,,,,,,,,,"Discontinuation Reason #2 - Nevirapine (NVP)",,,,,,,,,,,,,,,,,,"false",,
"656b85a0-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nevirapine discontinuation2 today",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,"false",,
"656dcae0-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nevirapine discontinued",,,,,,,,,,,"ARVs Discontinued Since Last Visit - Nevirapine",,,,,,,,,,,,,,,,,,"false",,
"655e7e28-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Nevirapine dose increased",,,,,,,,,,,"Nevirapine dose increased","2323",,,,,,,,,,,,,,,,,,,
"656da682-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nevirapine past",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,"false",,
"656db2e4-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nevirapine present",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,"false",,
"656b824e-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nevirapine recommendation",,,,,,,,,,,"Medication Recommendation - Nevirapine (NVP)",,,,,,,,,,,,,,,,,,"false",,
"656b86f4-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nevirapine sig",,,,,,,,,,,"Dose And Comments - Nevirapine (NVP)",,,,,,,,,,,,,,,,,,,,
"655df0b6-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Nevirapine single dose after birth",,,"NVP unique dose",,,,,,,,"A single dose of NVP given at birth as HIV prophylaxis","2205",,,,,,,,,,,,,,,,,,,
"656dc8d8-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nevirapine start continue",,,,,,,,,,,"ARVs Started/Continued Since Last Visit - Nevirapine",,,,,,,,,,,,,,,,,,"false",,
"656dc9dc-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nevirapine start date",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,"false",,
"656b8366-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nevirapine start stop date",,,,,,,,,,,"Start/Stop Date",,,,,,,,,,,,,,,,,,"false",,
"656dcbda-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nevirapine stop date",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,"false",,
"656dc6bc-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Nevirapinep MTCT",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,"false",,
"6570e6b2-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","New",,,,,,,,,,,"Generic answer.","6328",,,,,,,,,,,,,,,,,,,
"6562d7ac-977f-11e1-8993-905e29aff6c1",,"Misc","Date","New ARV start date",,,,,,,,,,,"Date on which new ARVs will be started.","3126",,,,,,,,,,,,,,,,,,,
"65767ce4-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","New born complications",,,,,,,,,,,,"7391",,,,,,,,,,,,,,,,,,,
"6557f274-977f-11e1-8993-905e29aff6c1",,"Question","Boolean","New complaints",,,"Interval complaints",,,,,,,,"Complaints since the last visit to the clinic.  Question asked on encounter form in a boolean fashion.","1154",,,,,,,,,,,,,,,,,,,
"65710444-977f-11e1-8993-905e29aff6c1",,"Request","Numeric","New concept ID",,,,,,,,,,,"The concept id created based on a concept request.","6356",,,,,,,,,,,,,,,,,"false","",
"6577b564-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","New diagnosis",,,,,,,,,,,,"7605",,,,,,,,,,,,,,,,,,,
"655b75b6-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","New drug available",,,,,,,,,,,"Reason for a change in the treatment.  Maybe a newer/better medication is available?","1762",,,,,,,,,,,,,,,,,,,
"655a2ed6-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","New MDR-TB patient","New","New",,,,,,,,,"Patient who has never received antituberculous treatment or has received treatment for less than one month. This includes patients who had DST at the start of a WHO Category I regimen and are then switched to a Category IV regimen because of resistance (Definition from World Health Organization Guidelines for the programmatic management of drug-resistant TB)","1523",,,,,,,,,,,,,,,,,,,
"c329a7df-65e9-401a-9f3c-487d4496b402",,"Question","Coded","New Negative",,,,,,,,,,,"tested negative while on TB treatment",,,,,,,,,,,,,,,,,,,,
"6577920a-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","New patient",,,,,,,,,,,"New patient at facility","7572",,,,,,,,,,,,,,,,,,,
"8a722a81-b26d-46ad-bd5a-440ec051b61b",,"Question","Coded","New Positive",,,,,,,,,,,"Tested HIV positive while on TB treatment",,,,,,,,,,,,,,,,,,,,
"6562ce74-977f-11e1-8993-905e29aff6c1",,"Question","Coded","New prophylaxis",,,"Start prophylaxis drug",,,,,,,,"New prophylaxis prescribed by clinician at visit.","3117",,,,,,,,,,,,,,,,,,,
"6562d18a-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","New prophylaxis drug, other",,,,,,,,,,,,"3120",,,,,,,,,,,,,,,,,,,
"6562d086-977f-11e1-8993-905e29aff6c1",,"Drug","Text","New prophylaxis drug, other non-coded",,,,,,,,,,,,"3119",,,,,,,,,,,,,,,,,,,
"655f1dd8-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","New TB case",,,,,,,,,,,"New Tuberculosis case.","2406",,,,,,,,,,,,,,,,,,,
"6562cc62-977f-11e1-8993-905e29aff6c1",,"ConvSet","Boolean","New TB treatment construct",,,,,,,,,,,"New TB treatment plan to begin after clinical visit, either as a change to an existing regimen or a first time regimen.","3115",,,,,,,,,,,,,,,,,,,
"655b7764-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","New tuberculosis diagnosis",,,"Due to new TB",,,,,,,,"The drug order is changed/discontinued since the patient was newly diagnosed with TB","1763",,,,,,,,,,,,,,,,,,,
"65589378-977f-11e1-8993-905e29aff6c1",,"Question","Boolean","New who/cdc staging criteria met",,,,,,,,,,,"Question on encounter form.  Describes whether a person's HIV staging changed since the previous visit.","1248",,,,,,,,,,,,,,,,,,,
"65584b02-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Newborn antiretroviral use",,,,,,,,,,,"Antiretroviral drugs that were used for HIV prophylaxis during the newborn period.","1187",,,,,,,,,,,,,,,,,,,
"654a033a-977f-11e1-8993-905e29aff6c1","true","Drug","N/A","Nexium",,,,,,,,,,,"Proton pump inhibitor",,,,,,,,,,,,,,,,,,,,
"9f262c0e-e850-11e8-9f32-f2801f1b9fd1",,"Question","Coded","Next appointment location",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"65600cd4-977f-11e1-8993-905e29aff6c1",,"Misc","Text","Next of kin telephone",,,"Family phone",,,,,,,,"The phone belongs to a person close to the patient -- a close relative, or emergency contact.","2616",,,,,,,,,,,,,,,,,,,
"6569461e-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Nicotinamide",,,,,,,,,,,"A water-soluble vitamin, part of the vitamin B group.
","4055",,,,,,,,,,,,,,,,,,,
"654704dc-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Nifedipine",,,"Adalat","Adalat tablets","Procardia",,,,,,"A calcium channel blocker C17H18N2O6 that is a coronary vasodilator used especially in the treatment of angina pectoris.","250",,,,,,,,,,,,,,,,,,,
"65734966-977f-11e1-8993-905e29aff6c1",,"Drug","Numeric","Nifedipine SR(slow release)",,,,,,,,,,,"Nifedipine SR(Slow Release)","6797",,,,,,,,,,,,,,,,,"false","",
"6565b0da-977f-11e1-8993-905e29aff6c1",,"Question","Numeric","Night dose in milligrams","Night_mg","Night_mg",,,,,,,,,"Dose in milligrams for night time medication.","3426",,,,,,,,,,,,,,,,,"true","mg",
"6565b1de-977f-11e1-8993-905e29aff6c1",,"Question","Numeric","Night dose in pills","Night_pills","Night_pills","Night dose in tablets",,,,,,,,"Number of pills prescribed for night time dose","3427",,,,,,,,,,,,,,,,,"false","Pills",
"6565aa90-977f-11e1-8993-905e29aff6c1",,"ConvSet","N/A","Night medication construct",,,,,,,,,,,"Details on the medication to be taken at night.","3420",,,,,,,,,,,,,,,,,,,
"656f10da-977f-11e1-8993-905e29aff6c1",,"Symptom","N/A","Night sweats",,,,,,,,,,,"Nocturnal diaphoresis.","6029",,,,,,,,,,,,,,,,,,,
"655dc55a-977f-11e1-8993-905e29aff6c1",,"Symptom","N/A","Night sweats for greater than 3 weeks",,,,,,,,,,,"Night sweats that have lasted longer than 3 weeks","2163",,,,,,,,,,,,,,,,,,,
"655dc65e-977f-11e1-8993-905e29aff6c1",,"Symptom","N/A","Night sweats for less than 3 weeks",,,,,,,,,,,"Night sweats that have lasted less than 3 weeks","2164",,,,,,,,,,,,,,,,,,,
"655d84e6-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Nightmares",,,"Bad dreams",,,,,,,,"Patient is having nightmares - adverse effect","2150",,,,,,,,,,,,,,,,,,,
"53e5e188-8c34-11e5-80a3-c0430f805837",,"Question","Numeric","Nighttime symptom frequency",,,,,,,,,,,,"8437",,,,,,,,,,,,,,,,,"false",,
"f28e1f49-2b56-4639-9312-fbe856fa0c51",,"Frequency","N/A","Nine times a day (9D)","9D","9D",,,,,,,,,,,,,,"9D;Nine times a day;9369",,,,,,,,,,,,,,,
"65694722-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Nitrofurantoin",,,,,,,,,,,"An antibiotic. It is usually used in treating urinary tract infection.
","4056",,,,,,,,,,,,,,,,,,,
"654a057e-977f-11e1-8993-905e29aff6c1","true","Drug","N/A","Nizarol",,,,,,,,,,,"Ketaconazole antifungal-topical",,,,,,,,,,,,,,,,,,,,
"65478858-977f-11e1-8993-905e29aff6c1","true","Drug","N/A","Nizoral tabs",,,,,,,,,,,"antifungal antibiotic",,,,,,,,,,,,,,,,,,,,
"6557646c-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","No",,,"Nono",,,,,,,,"Generic answer to a question.","1066",,,,,,,,,,,,,,,,,,,
"6563991c-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","No abdominal tenderness",,,,,,,,,,,"The absence of abdominal tenderness when examining a patient","3244",,,,,,,,,,,,,,,,,,,
"655b33a8-977f-11e1-8993-905e29aff6c1",,"Question","Boolean","No allergies",,,,,,,,,,,"Denotes that the patient is known not to have any allergies","1705",,,,,,,,,,,,,,,,,,,
"65639610-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","No cardiac murmurs",,,,,,,,,,,"The absence of cardiac murmurs","3241",,,,,,,,,,,,,,,,,,,
"6563682a-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","No change to drug",,,,,,,,,,,"No change in medication dose at last encounter. Recorded at beginning of current encounter. ","3196",,,,,,,,,,,,,,,,,,,
"655eda3a-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","No children",,,,,,,,,,,,"2394",,,,,,,,,,,,,,,,,,,
"6560b2e2-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","No clinician comment",,,,,,,,,,,"The clinician did not make a comment","2707",,,,,,,,,,,,,,,,,,,
"655d9ba2-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","No community health worker",,,,,,,,,,,"Patient has no community health worker","2154",,,,,,,,,,,,,,,,,,,
"655e0ace-977f-11e1-8993-905e29aff6c1",,"Question","Boolean","No community health worker yet",,,"NOT yet given accompagnateur",,,,,,,,"Patient has not yet been assigned a community health worker or accompagnateur","2230",,,,,,,,,,,,,,,,,,,
"655ffe60-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","No complaints",,,"No problems",,,,,,,,,"2602",,,,,,,,,,,,,,,,,,,
"656388d2-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","No distress",,,,,,,,,,,"No distress apparent during general examination","3228",,,,,,,,,,,,,,,,,,,
"6563a484-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","No edema",,,,,,,,,,,"Absence of edema in lower limbs.","3255",,,,,,,,,,,,,,,,,,,
"655ee494-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","No family",,,,,,,,,,,,"2395",,,,,,,,,,,,,,,,,,,
"657b4b48-977f-11e1-8993-905e29aff6c1",,"Symptom","N/A","No fetal movements",,,,,,,,,,,"No fetal movements","8287",,,,,,,,,,,,,,,,,,,
"657d0a5a-977f-11e1-8993-905e29aff6c1",,"Symptom","N/A","No fetal movements sign",,,,,,,,,,,"No fetal movements sign","8337",,,,,,,,,,,,,,,,,,,
"657d0c08-977f-11e1-8993-905e29aff6c1",,"Symptom","N/A","No fetal movements symptom",,,,,,,,,,,"No fetal movements symptom","8338",,,,,,,,,,,,,,,,,,,
"6578bbbc-977f-11e1-8993-905e29aff6c1",,"Diagnosis","Coded","No foetal movement",,,,,,,,,,,"No foetal movement","7785",,,,,,,,,,,,,,,,,,,
"6575e8f6-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","No growth",,,,,,,,,,,,"7268",,,,,,,,,,,,,,,,,,,
