"concept","member","sort weight","member type"
"Inpatient diagnoses list","Cardiomyopathy other cause","100.0","concept-set"
"Inpatient diagnoses list","Cardiomyopathy nutritional","101.0","concept-set"
"International normalized ratio and prothrombin time lab construct","Date of laboratory test","0.0","concept-set"
"International normalized ratio and prothrombin time lab construct","International normalized ratio","1.0","concept-set"
"International normalized ratio and prothrombin time lab construct","Prothrombin time lab result","2.0","concept-set"
"Isoniazid change construct","Prophylaxis started","0.0","concept-set"
"Isoniazid change construct","Prophylaxis stopped","1.0","concept-set"
"Isoniazid change construct","Date of treatment change","2.0","concept-set"
"Istat chem8 plus construct","Serum sodium","0.0","concept-set"
"Istat chem8 plus construct","Serum potassium","1.0","concept-set"
"Istat chem8 plus construct","Serum calcium","2.0","concept-set"
"Istat chem8 plus construct","Serum carbon dioxide","3.0","concept-set"
"Istat chem8 plus construct","Blood urea nitrogen","4.0","concept-set"
"Istat chem8 plus construct","Serum creatinine","5.0","concept-set"
"Istat chem8 plus construct","Serum glucose","6.0","concept-set"
"Istat chem8 plus construct","Hemoglobin","7.0","concept-set"
"Istat chem8 plus construct","Serum Chloride","8.0","concept-set"
"Istat chem8 plus construct","Other lab test result","9.0","concept-set"
"Istat chem8 plus construct","Date of laboratory test","10.0","concept-set"
"Kaposis sarcoma diagnosis construct","Kaposis sarcoma method of diagnosis","0.0","concept-set"
"Kaposis sarcoma diagnosis construct","Biopsy result","1.0","concept-set"
"KS clinical examination construct","KS clinical exam findings","0.0","concept-set"
"KS clinical examination construct","Physical system comment","1.0","concept-set"
"Lab tests for adults","Blood culture","0.0","concept-set"
"Lab tests for adults","Cerebrospinal fluid","1.0","concept-set"
"Lab tests for adults","Molecular","2.0","concept-set"
"Lab tests for adults","Malarial smear","3.0","concept-set"
"Lab tests for adults","Hematocrit","4.0","concept-set"
"Lab tests for adults","RDT or blood smear positive for malaria","5.0","concept-set"
"Lab tests for adults","Serum glucose","6.0","concept-set"
"Lab tests for adults","Haemoglobin","7.0","concept-set"
"Lab tests for adults","Mean corpuscular volume","8.0","concept-set"
"Lab tests for adults","White blood cells","9.0","concept-set"
"Lab tests for adults","Platelets","10.0","concept-set"
"Lab tests for adults","HIV test","11.0","concept-set"
"Lab tests for adults","Urea and electrolytes","12.0","concept-set"
"Lab tests for adults","Creatinine","13.0","concept-set"
"Lab tests for adults","Liver function tests","14.0","concept-set"
"Lab tests for adults","Urine microscopy","15.0","concept-set"
"Lab tests for adults","Stool exam","16.0","concept-set"
"Lab tests for peads","Malarial smear","0.0","concept-set"
"Lab tests for peads","Hematocrit","1.0","concept-set"
"Laboratory examinations construct","CD4 count","0.0","concept-set"
"Laboratory examinations construct","Cd4%","1.0","concept-set"
"Laboratory examinations construct","Tuberculin skin test","2.0","concept-set"
"Laboratory examinations construct","Culture for tuberculosis, qualitative","3.0","concept-set"
"Laboratory examinations construct","TB drug sensitivity testing result","4.0","concept-set"
"Laboratory examinations construct","Tuberculosis drug sensitivity testing, non-coded","5.0","concept-set"
"Laboratory examinations construct","Vdrl","6.0","concept-set"
"Laboratory examinations construct","Hemoglobin","7.0","concept-set"
"Laboratory examinations construct","Hematocrit","8.0","concept-set"
"Laboratory examinations construct","Serum glutamic-oxaloacetic transaminase","9.0","concept-set"
"Laboratory examinations construct","Serum glutamic-pyruvic transaminase","10.0","concept-set"
"Laboratory examinations construct","Total cholesterol","11.0","concept-set"
"Laboratory examinations construct","Serum glucose","12.0","concept-set"
"Laboratory examinations construct","Blood urea nitrogen","13.0","concept-set"
"Laboratory examinations construct","Lymphocytes","14.0","concept-set"
"Laboratory examinations construct","Serum creatinine","15.0","concept-set"
"Laboratory examinations construct","HIV viral load","16.0","concept-set"
"Laboratory examinations construct","Hiv enzyme immunoassay, qualitative","17.0","concept-set"
"Laboratory examinations construct","Sti other tests","18.0","concept-set"
"Laboratory examinations construct","Laboratory tests other","19.0","concept-set"
"Laboratory examinations construct","AFB sputum smear","20.0","concept-set"
"Laboratory examinations construct","Rapid plasmin reagent","21.0","concept-set"
"Laboratory examinations construct","White blood cells","22.0","concept-set"
"Laboratory examinations construct","Neutrophils","23.0","concept-set"
"Laboratory examinations construct","Platelets","24.0","concept-set"
"Laboratory examinations construct","ESR","25.0","concept-set"
"Laboratory examinations construct","Malarial smear","26.0","concept-set"
"Laboratory examinations construct","Chest xray comments","27.0","concept-set"
"Laboratory examinations construct","Serum glutamic oxaloacetic/pyruvic transaminase","28.0","concept-set"
"Laboratory examinations construct","Date of laboratory test","29.0","concept-set"
"Laboratory examinations construct","Other lab test name","30.0","concept-set"
"Laboratory examinations construct","Hemoglobin/hematocrit unspecified","31.0","concept-set"
"Laboratory examinations construct","Ultrasound, generic","32.0","concept-set"
"Laboratory examinations construct","Stool guaiac (occult blood test) result","33.0","concept-set"
"Laboratory examinations construct","Absolute lymphocyte count","34.0","concept-set"
"Laboratory examinations construct","HIV DNA polymerase chain reaction","35.0","concept-set"
"Laboratory examinations since last visit construct","Date of laboratory test","0.0","concept-set"
"Laboratory examinations since last visit construct","Other lab test result","1.0","concept-set"
"Laboratory examinations since last visit construct","Laboratory work since last encounter","2.0","concept-set"
"Lactate blood sample","Serum lactate","0.0","concept-set"
"Left atrium echocardiographic findings","Cavity size","0.0","concept-set"
"Left atrium echocardiographic findings","Atrial septal defect","1.0","concept-set"
"Left atrium echocardiographic findings","Atrial findings","2.0","concept-set"
"Left ventricle echocardiographic findings","Cavity size","0.0","concept-set"
"Left ventricle echocardiographic findings","Systolic function","1.0","concept-set"
"Left ventricle echocardiographic findings","Wall thickness","2.0","concept-set"
"Left ventricle echocardiographic findings","Ventricular findings","3.0","concept-set"
"Lipid panel","Total cholesterol","0.0","concept-set"
"Lipid panel","High-density lipoprotein cholesterol","1.0","concept-set"
"Lipid panel","Low-density lipoprotein cholesterol","2.0","concept-set"
"Lipid panel","Triglycerides","3.0","concept-set"
"Lower extreminites exam construct","Lower extreminites exam findings","0.0","concept-set"
"Lower extreminites exam construct","Physical system comment","1.0","concept-set"
"Lungs examination construct","Physical system comment","0.0","concept-set"
"Lungs examination construct","Lung exam findings","1.0","concept-set"
"Malaria","Uncomplicated","0.0","concept-set"
"Malaria","Severe","1.0","concept-set"
"Malaria","Severe anaemia","2.0","concept-set"
"Malaria","Cerebral","3.0","concept-set"
"Malawi adult OPD problem set","Cough lasting greater than two weeks","0.0","concept-set"
"Malawi adult OPD problem set","Cough lasting less than two weeks","1.0","concept-set"
"Malawi adult OPD problem set","Diarrhea for more than two weeks","2.0","concept-set"
"Malawi adult OPD problem set","Diarrhea for less than two weeks","3.0","concept-set"
"Malawi adult OPD problem set","Fever","4.0","concept-set"
"Malawi adult OPD problem set","Shortness of breath","5.0","concept-set"
"Malawi adult OPD problem set","Edema nos","6.0","concept-set"
"Malawi adult OPD problem set","Abdominal swelling","7.0","concept-set"
"Malawi adult OPD problem set","Seizures","8.0","concept-set"
"Malawi ART drug induced symptom set","Abdominal pain","0.0","concept-set"
"Malawi ART drug induced symptom set","Diarrhea","1.0","concept-set"
"Malawi ART drug induced symptom set","Fever","2.0","concept-set"
"Malawi ART drug induced symptom set","Jaundice","3.0","concept-set"
"Malawi ART drug induced symptom set","Anorexia","4.0","concept-set"
"Malawi ART drug induced symptom set","Leg pain / numbness","5.0","concept-set"
"Malawi ART drug induced symptom set","Vomiting","6.0","concept-set"
"Malawi ART drug induced symptom set","Peripheral neuropathy","7.0","concept-set"
"Malawi ART drug induced symptom set","Hepatitis","8.0","concept-set"
"Malawi ART drug induced symptom set","Anemia","9.0","concept-set"
"Malawi ART drug induced symptom set","Lactic acidosis","10.0","concept-set"
"Malawi ART drug induced symptom set","Lipodystrophy","11.0","concept-set"
"Malawi ART drug induced symptom set","Skin rash","12.0","concept-set"
"Malawi ART side effects","No","0.0","concept-set"
"Malawi ART side effects","Peripheral neuropathy","1.0","concept-set"
"Malawi ART side effects","Hepatitis","2.0","concept-set"
"Malawi ART side effects","Skin rash","3.0","concept-set"
"Malawi ART side effects","Lipodystrophy","4.0","concept-set"
"Malawi ART side effects","Other","5.0","concept-set"
"Malawi ART symptom set","Abdominal pain","0.0","concept-set"
"Malawi ART symptom set","Anorexia","1.0","concept-set"
"Malawi ART symptom set","Cough","2.0","concept-set"
"Malawi ART symptom set","Diarrhea","3.0","concept-set"
"Malawi ART symptom set","Fever","4.0","concept-set"
"Malawi ART symptom set","Anemia","5.0","concept-set"
"Malawi ART symptom set","Lactic acidosis","6.0","concept-set"
"Malawi ART symptom set","Lipodystrophy","7.0","concept-set"
"Malawi ART symptom set","Skin rash","8.0","concept-set"
"Malawi ART symptom set","Other symptom","9.0","concept-set"
"Malawi ART symptom set","Jaundice","10.0","concept-set"
"Malawi ART symptom set","Leg pain / numbness","11.0","concept-set"
"Malawi ART symptom set","Vomiting","12.0","concept-set"
"Malawi ART symptom set","Peripheral neuropathy","13.0","concept-set"
"Malawi ART symptom set","Hepatitis","14.0","concept-set"
"Malawi Developmental Assessment Tool Summary (Normal) Set","Malawi Developmental Assessment Tool Summary (Normal)-(Coded)","1000.0","concept-set"
"Malawi Developmental Assessment Tool Summary (Normal) Set","Other non-coded (text)","1010.0","concept-set"
"Malawi pediatric OPD problem set","Acute diarrhea more than three stools in 24 hours","0.0","concept-set"
"Malawi pediatric OPD problem set","Signs of dehydration","1.0","concept-set"
"Malawi pediatric OPD problem set","More than forty respirations per minute","2.0","concept-set"
"Malawi pediatric OPD problem set","Lethargic","3.0","concept-set"
"Malawi pediatric OPD problem set","Cough lasting greater than two weeks","4.0","concept-set"
"Malawi pediatric OPD problem set","Cough lasting less than two weeks","5.0","concept-set"
"Malawi pediatric OPD problem set","Fever","6.0","concept-set"
"Malawi pediatric OPD problem set","Edema nos","7.0","concept-set"
"Malawi pediatric OPD problem set","Abdominal swelling","8.0","concept-set"
"Marijuana use construct","History of exposure","1000.0","concept-set"
"Marijuana use construct","Date of exposure","1010.0","concept-set"
"Marijuana use construct","Duration in years","1020.0","concept-set"
"Maternity diagnosis list","Term pregnancy","0.0","concept-set"
"Maternity diagnosis list","Bad obstetric history","1.0","concept-set"
"Maternity diagnosis list","Discordant growth of twins","2.0","concept-set"
"Maternity diagnosis list","Fetal anomalies","3.0","concept-set"
"Maternity diagnosis list","Transverse lie","4.0","concept-set"
"Maternity diagnosis list","Breech delivery","5.0","concept-set"
"Maternity diagnosis list","Latent phase","6.0","concept-set"
"Maternity diagnosis list","Active labour pains","7.0","concept-set"
"Maternity diagnosis list","Prolonged first stage of labour","8.0","concept-set"
"Maternity diagnosis list","Prolonged second stage of labour","9.0","concept-set"
"Maternity diagnosis list","Antepartum hemorrhage","10.0","concept-set"
"Maternity diagnosis list","Placental abruption","11.0","concept-set"
"Maternity diagnosis list","Placenta accreta","12.0","concept-set"
"Maternity diagnosis list","Placenta previa","13.0","concept-set"
"Maternity diagnosis list","Premature rupture of membranes","14.0","concept-set"
"Maternity diagnosis list","Mild preeclampsia","15.0","concept-set"
"Maternity diagnosis list","Severe preeclampsia","16.0","concept-set"
"Maternity diagnosis list","Severe anaemia","17.0","concept-set"
"Maternity diagnosis list","Mild anaemia","18.0","concept-set"
"Maternity diagnosis list","Malaria","19.0","concept-set"
"Maternity diagnosis list","Fever","20.0","concept-set"
"Maternity diagnosis list","Sepsis","21.0","concept-set"
"Maternity diagnosis list","Urinary tract infection","22.0","concept-set"
"Maternity diagnosis list","Pyelonephritis","23.0","concept-set"
"Maternity diagnosis list","Pneumonia","24.0","concept-set"
"Maternity diagnosis list","Hypertension","25.0","concept-set"
"Maternity diagnosis list","Asthma","26.0","concept-set"
"Maternity diagnosis list","Epilepsy","27.0","concept-set"
"Maternity diagnosis list","Diabetes mellitus","28.0","concept-set"
"Maternity diagnosis list","Postpartum hemorrhage","29.0","concept-set"
"Maternity diagnosis list","Retained placenta","30.0","concept-set"
"Maternity diagnosis list","Retained products of conception","31.0","concept-set"
"Maternity diagnosis list","Ruptured uterus","32.0","concept-set"
"Maternity diagnosis list","Retained twins","33.0","concept-set"
"Maternity diagnosis list","Stuck head in breech","34.0","concept-set"
"Maternity diagnosis list","Born before arrival","35.0","concept-set"
"Maternity diagnosis list","Low birth weight","36.0","concept-set"
"Maternity diagnosis list","Intrauterine death","37.0","concept-set"
"Maternity diagnosis list","Fetal distress","38.0","concept-set"
"Maternity diagnosis list","Intrauterine growth retardation","39.0","concept-set"
"Maternity diagnosis list","Polyhydramnios","40.0","concept-set"
"Maternity diagnosis list","Oligohydramnios","41.0","concept-set"
"Maternity diagnosis list","Incomplete abortion","42.0","concept-set"
"Maternity diagnosis list","Complete abortion","43.0","concept-set"
"Maternity diagnosis list","Threatened abortion","44.0","concept-set"
"Maternity diagnosis list","Pelvic inflammatory disease","45.0","concept-set"
"Maternity diagnosis list","Ectopic pregnancy","46.0","concept-set"
"Maternity diagnosis list","Cervical carcinoma","47.0","concept-set"
"Maternity diagnosis list","Dysfunctional uterine bleeding","48.0","concept-set"
"Maternity diagnosis list","Fibroid uterus","49.0","concept-set"
"Maternity diagnosis list","Lower abdominal pain","50.0","concept-set"
"Maternity diagnosis list","Ovarian torsion","51.0","concept-set"
"Maternity diagnosis list","Ovarian cancer","52.0","concept-set"
"Maternity diagnosis list","Tuboovarian abscess","53.0","concept-set"
"Maternity diagnosis list","Bartholin's abscess","54.0","concept-set"
"Maternity diagnosis list","Rectovaginal fistula","55.0","concept-set"
"Maternity diagnosis list","Vesicovaginal fistula","56.0","concept-set"
"Maternity diagnosis list","Congenital malformation","57.0","concept-set"
"Maternity diagnosis list","Infertility","58.0","concept-set"
"Maternity diagnosis list","Preterm pregnancy - less than 28 weeks","59.0","concept-set"
"Maternity diagnosis list","Preterm pregnancy - 28 to 34 weeks","60.0","concept-set"
"Maternity diagnosis list","Multiple gestation twins","61.0","concept-set"
"Maternity diagnosis list","Multiple gestation triplets","62.0","concept-set"
"Maternity diagnosis list","Multiple gestation quadruplets","63.0","concept-set"
"Maternity diagnosis list","Multiple gestation greater than 4","64.0","concept-set"
"Maternity diagnosis list","Previous caesarian section - 1","65.0","concept-set"
"Maternity diagnosis list","Previous caesarian section - 2","66.0","concept-set"
"Maternity diagnosis list","Previous caesarian section - 3","67.0","concept-set"
"Maternity diagnosis list","Previous caesarian section - 4","68.0","concept-set"
"Maternity diagnosis list","Eclampsia","69.0","concept-set"
"Maternity diagnosis list","Postmenopausal bleeding","70.0","concept-set"
"Maternity diagnosis list","Induction of labor","71.0","concept-set"
"Maternity diagnosis list","Ovarian cyst","72.0","concept-set"
"Maternity diagnosis list","Endometrial cancer","73.0","concept-set"
"Maternity diagnosis list","Vulva cancer","74.0","concept-set"
"Maternity diagnosis list","Vulva or perineal warts","75.0","concept-set"
"Maternity diagnosis list","Urethral prolaps","76.0","concept-set"
"Maternity diagnosis list","Labour pains","77.0","concept-set"
"Maternity diagnosis list","Active phase","78.0","concept-set"
"Maternity diagnosis list","Fistula","79.0","concept-set"
"Maternity diagnosis list","PREMATURE LABOUR","80.0","concept-set"
"Maternity diagnosis list","MOLAR PREGNANCY","81.0","concept-set"
"Maternity diagnosis list","Invasive cancer of cervix","82.0","concept-set"
"Maternity diagnosis list","Pre-Eclampsia","83.0","concept-set"
"Maternity diagnosis list","Pregnancy terminated","84.0","concept-set"
"Maternity diagnosis list","Cord Prolapse","85.0","concept-set"
"Maternity diagnosis list","Draining liquor","86.0","concept-set"
"Maternity diagnosis list","Back pain","87.0","concept-set"
"Maternity outcome","Admitted","0.0","concept-set"
"Maternity outcome","Delivered","1.0","concept-set"
"Maternity outcome","Discharged","2.0","concept-set"
"Maternity outcome","Patient died","3.0","concept-set"
"Maternity outcome","Absconded","4.0","concept-set"
"Maternity Prescriptions","Ferrous sulfate and folic acid","0.0","concept-set"
"Maternity Prescriptions","Tenofovir Lamivudine Efavirenz","1.0","concept-set"
"Maternity Prescriptions","Trimethoprim and sulfamethoxazole","2.0","concept-set"
"Maternity Prescriptions","Nevirapine","3.0","concept-set"
"Maternity Prescriptions","Sulfadoxine and Pyrimethamine","4.0","concept-set"
"Maternity Prescriptions","Mebendazole","5.0","concept-set"
"Maternity Prescriptions","Tetanus toxoid vaccine","6.0","concept-set"
"Medical procedures","Ascitic Tap","0.0","concept-set"
"Medical procedures","Catheter Insertion","1.0","concept-set"
"Medical procedures","Chest Drain Insertion","2.0","concept-set"
"Medical procedures","Fine Needle Aspirate","3.0","concept-set"
"Medical procedures","Incision and Drainage","4.0","concept-set"
"Medical procedures","Joint Aspiration","5.0","concept-set"
"Medical procedures","Lumber Puncture","6.0","concept-set"
"Medical procedures","Manipulation Under Anaesthesia","7.0","concept-set"
"Medical procedures","Nebulization","8.0","concept-set"
"Medical procedures","Pericardial Tap","9.0","concept-set"
"Medical procedures","Pleural Tap","10.0","concept-set"
"Medical procedures","POP Application","11.0","concept-set"
"Medical procedures","POP Removal","12.0","concept-set"
"Medical procedures","Other","13.0","concept-set"
"Medication adherence construct","Medication adherence month","1000.0","concept-set"
"Medication adherence construct","Medication adherence day","1010.0","concept-set"
"Medicine previously received as outpatient construct","Cardiac medication","0.0","concept-set"
"Medicine previously received as outpatient construct","Dose in milligrams","1.0","concept-set"
"Medicine previously received as outpatient construct","Drug frequency coded","2.0","concept-set"
"Medicine previously received as outpatient construct","Adherence to taking medication","3.0","concept-set"
"Medicine previously received as outpatient construct","Other medication 1","4.0","concept-set"
"Meningitis","Bacterial","0.0","concept-set"
"Meningitis","Tuberculosis","1.0","concept-set"
"Meningitis","Cryptococcal","2.0","concept-set"
"Meningitis","Viral","3.0","concept-set"
"Meningitis bacterial","Meningitis bacterial S pneumoniae grown","0.0","concept-set"
"Meningitis bacterial","Meningitis bacterial N meningitides grown","1.0","concept-set"
"Meningitis bacterial","Meningitis bacterial clinical","2.0","concept-set"
"Meningitis bacterial","Meningitis bacterial other organism","3.0","concept-set"
"Mental disorders","Dementia","1.0","concept-set"
"Mental disorders","Dementia, senile","2.0","concept-set"
"Mental disorders","Depression","3.0","concept-set"
"Mental disorders","Depressive episode","4.0","concept-set"
"Mental disorders","Psychosis","5.0","concept-set"
"Mental disorders","Schizophrenia","6.0","concept-set"
"Mental health chief complaint construct","Mental health chief complaint","1000.0","concept-set"
"Mental health chief complaint construct","Diagnosis date","1010.0","concept-set"
"Mental health diagnosis set","Schizophrenia","1000.0","concept-set"
"Mental health diagnosis set","Bipolar Affective Disorder, Manic","1010.0","concept-set"
"Mental health diagnosis set","Depression","1020.0","concept-set"
"Mental health diagnosis set","Acute Psychotic disorder","1030.0","concept-set"
"Mental health diagnosis set","Schizoaffective Disorder","1040.0","concept-set"
"Mental health diagnosis set","Anxiety disorder","1050.0","concept-set"
"Mental health diagnosis set","Organic mental disorder (acute)","1060.0","concept-set"
"Mental health diagnosis set","Organic mental disorder (chronic)","1070.0","concept-set"
"Mental health diagnosis set","Drug-induced mental and behavior disorder","1080.0","concept-set"
"Mental health diagnosis set","Alcohol-induced mental and behavior disorder","1090.0","concept-set"
"Mental health diagnosis set","Other Mental Health Diagnosis non-coded","1100.0","concept-set"
"Mental health diagnosis set","Reaction to severe stress, and adjustment disorder","1110.0","concept-set"
"Mental health diagnosis set","Dissociative, Conversion and Factitious Disorders","1120.0","concept-set"
"Mental health diagnosis set","Somatoform Disorder","1130.0","concept-set"
"Mental health diagnosis set","Puerperal disorder","1140.0","concept-set"
"Mental health diagnosis set","Personality Disorder","1150.0","concept-set"
"Mental health diagnosis set","Mental retardation","1160.0","concept-set"
"Mental health diagnosis set","Psychological development disorder","1170.0","concept-set"
"Mental health diagnosis set","Hyperkinetic behavior","1180.0","concept-set"
"Method of enrollment construct","Method of enrollment","0.0","concept-set"
"Missed antiretroviral drug construct","Missed antiretroviral drug","0.0","concept-set"
"Missed antiretroviral drug construct","Number HIV drug doses missed yesterday","1.0","concept-set"
"Missed antiretroviral drug construct","Number HIV drug doses missed 2 days ago","2.0","concept-set"
"Missed antiretroviral drug construct","Number of HIV drug doses missed 3 days ago","3.0","concept-set"
"Missed antiretroviral drug construct","Number of HIV drug doses missed 4 days ago","4.0","concept-set"
"Missed antiretroviral drug construct","Number of HIV drug doses missed","5.0","concept-set"
"Mitral valve findings","Mitral valve anterior leaflet structure","0.0","concept-set"
"Mitral valve findings","Mitral valve posterior leaflet structure","1.0","concept-set"
"Mitral valve findings","Post operative valve type","2.0","concept-set"
"Mitral valve findings","Post operative valve appearance","3.0","concept-set"
"Mitral valve findings","Valve repair type","4.0","concept-set"
"Mitral valve findings","Stenosis","5.0","concept-set"
"Mitral valve findings","Regurgitation","6.0","concept-set"
"Mitral valve findings","Regurgitant valve findings","7.0","concept-set"
"Mitral valve findings","Mitral valve area by planimetry","8.0","concept-set"
"Mitral valve findings","Mitral valve pressure half time","9.0","concept-set"
"Mitral valve findings","Peak gradient across mitral valve","10.0","concept-set"
"Mitral valve findings","Mitral valve mean gradient","11.0","concept-set"
"Mitral valve findings","Valvuloplasty score","12.0","concept-set"
"Mitral valve findings","Subvalvular thickening","13.0","concept-set"
"Mitral valve findings","Leaflet calcification","14.0","concept-set"
"Mitral valve findings","Leaflet thickening","15.0","concept-set"
"Mitral valve findings","Leaflet mobility","16.0","concept-set"
"Morning medication construct","Dose in milligrams","0.0","concept-set"
"Morning medication construct","Dose in tablets","1.0","concept-set"
"Musculoskeletal pain","Non-Traumatic","0.0","concept-set"
"Musculoskeletal pain","Traumatic","1.0","concept-set"
"Mutuelle enrollment construct","Are you enrolled in a mutuelle","0.0","concept-set"
"Mutuelle enrollment construct","If NOT enrolled in a mutuelle, why not?","1.0","concept-set"
"Mutuelle enrollment construct","If enrolled in a mutuelle, who paid for it","2.0","concept-set"
"Mutuelle enrollment construct","Number of people in household excluding patient","3.0","concept-set"
"Mutuelle enrollment construct","Number of household members enrolled in a mutuelle","4.0","concept-set"
"Neurologic exam construct","Neurologic exam findings","0.0","concept-set"
"Neurologic exam construct","Physical system comment","1.0","concept-set"
"New TB treatment construct","Dose in tablets","0.0","concept-set"
"New TB treatment construct","Dose in grams","1.0","concept-set"
"New TB treatment construct","Tuberculosis treatment started","2.0","concept-set"
"New TB treatment construct","Other tuberculosis drug comment","3.0","concept-set"
"New TB treatment construct","Dose in milligrams","4.0","concept-set"
"New TB treatment construct","MDR-TB treatment comment","5.0","concept-set"
"Night medication construct","Dose in milligrams","0.0","concept-set"
"Night medication construct","Dose in tablets","1.0","concept-set"
"Non-food support received since starting antiretrovirals construct","Non-food support received since starting antiretrovirals","0.0","concept-set"
"Non-food support received since starting antiretrovirals construct","Frequency of support","1.0","concept-set"
"Non-food support received since starting antiretrovirals construct","Name of support provider","2.0","concept-set"
"Non-food support received since starting antiretrovirals construct","Socio-economic assistance since starting antiretrovirals","3.0","concept-set"
"Noon medication construct","Dose in milligrams","0.0","concept-set"
"Noon medication construct","Dose in tablets","1.0","concept-set"
"Observed six minute walk construct","Walk not indicated","0.0","concept-set"
"Observed six minute walk construct","Systolic blood pressure","1.0","concept-set"
"Observed six minute walk construct","Diastolic blood pressure","2.0","concept-set"
"Observed six minute walk construct","Blood oxygen saturation","3.0","concept-set"
"Observed six minute walk construct","Distance traversed in six minutes","4.0","concept-set"
"Observed six minute walk construct","Pulse","5.0","concept-set"
"Observed six minute walk construct","Assessment comments","6.0","concept-set"
"Organism","Acinetobacter species","0.0","concept-set"
"Organism","Acinetobacter baumanii","1.0","concept-set"
"Organism","Acinetobacter iwoffii","2.0","concept-set"
"Organism","Aeromonas species","3.0","concept-set"
"Organism","A-haemolytic strep other than pneumo","4.0","concept-set"
"Organism","Bacillus species","5.0","concept-set"
"Organism","Candida species","6.0","concept-set"
"Organism","Candida albicans","7.0","concept-set"
"Organism","Citrobacter species","8.0","concept-set"
"Organism","Clostridium species","9.0","concept-set"
"Organism","Clostridium perfringenes","10.0","concept-set"
"Organism","Cryptococcus neoformans","11.0","concept-set"
"Organism","Coliform species","12.0","concept-set"
"Organism","Diptheroids","13.0","concept-set"
"Organism","Escherichia coli","14.0","concept-set"
"Organism","Enterobacter species","15.0","concept-set"
"Organism","Enterobacter cloacae","16.0","concept-set"
"Organism","Enterobacter sakazakii","17.0","concept-set"
"Organism","Enterobacter agglomerans","18.0","concept-set"
"Organism","Escherichia vulneris","19.0","concept-set"
"Organism","Group a strep/streptococcus pyogenes","20.0","concept-set"
"Organism","Group B strep/streptococcus agalacticae","21.0","concept-set"
"Organism","Group D strep/enterococcus faecalis","22.0","concept-set"
"Organism","Group C streptococcus","23.0","concept-set"
"Organism","Group F streptococcus","24.0","concept-set"
"Organism","Group G streptococcus","25.0","concept-set"
"Organism","Gram negative rods","26.0","concept-set"
"Organism","B-haemolytic streptococcus","27.0","concept-set"
"Organism","Halfinia alvei","28.0","concept-set"
"Organism","Haemophilus influenzae","29.0","concept-set"
"Organism","Haemophilus influenzae type B","30.0","concept-set"
"Organism","Haemophilus influenzae type C","31.0","concept-set"
"Organism","Haemophilus parainfluenzae","32.0","concept-set"
"Organism","Klebsiella species","33.0","concept-set"
"Organism","Klebsiella oxytoca","34.0","concept-set"
"Organism","Klebsiella pneumoniae","35.0","concept-set"
"Organism","Leuconostoc species","36.0","concept-set"
"Organism","Listeria species","37.0","concept-set"
"Organism","Micrococcus species","38.0","concept-set"
"Organism","Morganella morganii","39.0","concept-set"
"Organism","Mixed skin flora","40.0","concept-set"
"Organism","Mycobacterium species","41.0","concept-set"
"Organism","Mycobacterium tuberculosis","42.0","concept-set"
"Organism","Negative","43.0","concept-set"
"Organism","No growth","44.0","concept-set"
"Organism","Neisseria meningitidis","45.0","concept-set"
"Organism","Neisseria meningitidis, group A","46.0","concept-set"
"Organism","Neisseria meningitidis, group B","47.0","concept-set"
"Organism","Neisseria meningitidis, group C","48.0","concept-set"
"Organism","Neisseria meningitidis, group D","49.0","concept-set"
"Organism","Neisseria meningitidis, W135","50.0","concept-set"
"Organism","No significant growth","51.0","concept-set"
"Organism","Proteus mirabilis","52.0","concept-set"
"Organism","Proteus species","53.0","concept-set"
"Organism","Proteus vulgaris","54.0","concept-set"
"Organism","Pseudomonas species","55.0","concept-set"
"Organism","Pseudomonas aeuriginosa","56.0","concept-set"
"Organism","Salmonella enteritidis","57.0","concept-set"
"Organism","Serratia oderfera","58.0","concept-set"
"Organism","Serratia species","59.0","concept-set"
"Organism","Skin flora","60.0","concept-set"
"Organism","Shigella boydii","61.0","concept-set"
"Organism","Shigella dysenteriae","62.0","concept-set"
"Organism","Shigella flexneri","63.0","concept-set"
"Organism","Streptococcus pneumoniae","64.0","concept-set"
"Organism","Salmonella species","65.0","concept-set"
"Organism","Staphylococcus aureus","66.0","concept-set"
"Organism","Staphylococcus epidermidis","67.0","concept-set"
"Organism","Salmonella typhimurium","68.0","concept-set"
"Organism","Streptococcus species","69.0","concept-set"
"Organism","Salmonella typhi","70.0","concept-set"
"Organism","Xanthomonas/stenotrophomonas maltophilia","71.0","concept-set"
"Organism","Xanthomonas/stenotrophomonas species","72.0","concept-set"
"Organism","Yersinia species","73.0","concept-set"
"Organism","Coagulase negative staph","74.0","concept-set"
"Organism","Enterobactor species","75.0","concept-set"
"Organism","Shigella sonnei","76.0","concept-set"
"Organism","Moraxella catarrhalis","77.0","concept-set"
"Organism","Bacteroids fragilis","78.0","concept-set"
"Organism","Entero","79.0","concept-set"
"Organism","Flavobacteria sp","80.0","concept-set"
"Organism","Proteus rettgeri","81.0","concept-set"
"Organism","Vibrio cholerae","82.0","concept-set"
"Organism","Neisseria species","83.0","concept-set"
"Organism","Serratia liquefaciens","84.0","concept-set"
"Organism","Serratia marscesens","85.0","concept-set"
"Organism","Rhodococcus equi","86.0","concept-set"
"Organism","Kluyvera species","87.0","concept-set"
"Organism","Neisseria gonorrhoeae","88.0","concept-set"
"Organism","Acinetobacter junii","89.0","concept-set"
