concept,member,sort weight,member type
Malawi Antiretroviral drugs change 3,1A: d4T / 3TC / NVP (previous 1L),3,q-and-a
Malawi Antiretroviral drugs change 3,1P: d4T / 3TC / NVP,4,q-and-a
Malawi Antiretroviral drugs change 3,2A: AZT / 3TC / NVP (previous AZT),5,q-and-a
Malawi Antiretroviral drugs change 3,2P: AZT / 3TC / NVP,6,q-and-a
Malawi Antiretroviral drugs change 3,3A: d4T / 3TC + EFV (previous EFV),7,q-and-a
Malawi Antiretroviral drugs change 3,3P: d4T / 3TC + EFV,8,q-and-a
Malawi Antiretroviral drugs change 3,4A: AZT / 3TC + EFV (previous AZTEFV),9,q-and-a
Malawi Antiretroviral drugs change 3,4P: AZT / 3TC + EFV,10,q-and-a
Malawi Antiretroviral drugs change 3,5A: TDF / 3TC / EFV,11,q-and-a
Malawi Antiretroviral drugs change 3,6A: TDF / 3TC + NVP,12,q-and-a
Malawi Antiretroviral drugs change 3,7A: TDF / 3TC + ATV/r,13,q-and-a
Malawi Antiretroviral drugs change 3,8A: AZT / 3TC + ATV/r,14,q-and-a
Malawi Antiretroviral drugs change 3,9A: ABC / 3TC + LPV/r,15,q-and-a
Malawi Antiretroviral drugs change 3,9P: ABC / 3TC + LPV/r,16,q-and-a
Malawi Antiretroviral drugs change 3,10A: TDF / 3TC + LPV/r,17,q-and-a
Malawi Antiretroviral drugs change 3,11A: AZT / 3TC + LPV,18,q-and-a
Malawi Antiretroviral drugs change 3,11P: AZT / 3TC + LPV/r (previous AZT3TCLPV),19,q-and-a
Malawi Antiretroviral drugs change 3,12A: DRV + r + DTG,20,q-and-a
Malawi Antiretroviral drugs change 3,13A: TDF / 3TC / DTG,21,q-and-a
Malawi Antiretroviral drugs change 3,14A: AZT / 3TC + DTG,22,q-and-a
Malawi Antiretroviral drugs change 3,14P: AZT / 3TC + DTG,23,q-and-a
Malawi Antiretroviral drugs change 3,15A: ABC / 3TC + DTG,24,q-and-a
Malawi Antiretroviral drugs change 3,15P: ABC / 3TC + DTG,25,q-and-a
Malawi Antiretroviral drugs change 3,15PP: ABC / 3TC + DTG,26,q-and-a
Malawi Antiretroviral drugs change 3,16A: ABC / 3TC + RAL,27,q-and-a
Malawi Antiretroviral drugs change 3,16P: ABC / 3TC + RAL,28,q-and-a
Malawi Antiretroviral drugs change 3,17A: ABC / 3TC + EFV,29,q-and-a
Malawi Antiretroviral drugs change 3,17P: ABC / 3TC + EFV,30,q-and-a
Malawi Antiretroviral drugs change 3,Non standard,31,q-and-a
Malawi Antiretroviral drugs received,0A: ABC/3TC + NVP,1,q-and-a
Malawi Antiretroviral drugs received,0P: ABC/3TC + NVP,2,q-and-a
Malawi Antiretroviral drugs received,1A: d4T / 3TC / NVP (previous 1L),3,q-and-a
Malawi Antiretroviral drugs received,1P: d4T / 3TC / NVP,4,q-and-a
Malawi Antiretroviral drugs received,2A: AZT / 3TC / NVP (previous AZT),5,q-and-a
Malawi Antiretroviral drugs received,2P: AZT / 3TC / NVP,6,q-and-a
Malawi Antiretroviral drugs received,3A: d4T / 3TC + EFV (previous EFV),7,q-and-a
Malawi Antiretroviral drugs received,3P: d4T / 3TC + EFV,8,q-and-a
Malawi Antiretroviral drugs received,4A: AZT / 3TC + EFV (previous AZTEFV),9,q-and-a
Malawi Antiretroviral drugs received,4P: AZT / 3TC + EFV,10,q-and-a
Malawi Antiretroviral drugs received,4PP: AZT 60 / 3TC 30 + EFV 200,11,q-and-a
Malawi Antiretroviral drugs received,4PA: AZT 300 / 3TC 150 + EFV 200,12,q-and-a
Malawi Antiretroviral drugs received,5A: TDF / 3TC / EFV,13,q-and-a
Malawi Antiretroviral drugs received,6A: TDF / 3TC + NVP,14,q-and-a
Malawi Antiretroviral drugs received,7A: TDF / 3TC + ATV/r,15,q-and-a
Malawi Antiretroviral drugs received,8A: AZT / 3TC + ATV/r,16,q-and-a
Malawi Antiretroviral drugs received,9A: ABC / 3TC + LPV/r,17,q-and-a
Malawi Antiretroviral drugs received,9P: ABC / 3TC + LPV/r,18,q-and-a
Malawi Antiretroviral drugs received,9PP: ABC 120 / 3TC 60 + LPV/r 100/25,19,q-and-a
Malawi Antiretroviral drugs received,9PA: ABC 600 / 3TC 300 + LPV/r 100/25,20,q-and-a
Malawi Antiretroviral drugs received,10A: TDF / 3TC + LPV/r,21,q-and-a
Malawi Antiretroviral drugs received,11A: AZT / 3TC + LPV,22,q-and-a
Malawi Antiretroviral drugs received,11P: AZT / 3TC + LPV/r (previous AZT3TCLPV),23,q-and-a
Malawi Antiretroviral drugs received,11PP: AZT 60 / 3TC 30 + LPV/r 100/25,24,q-and-a
Malawi Antiretroviral drugs received,11PA: AZT 300 / 3TC 150 + LPV/r 100/25,25,q-and-a
Malawi Antiretroviral drugs received,12A: DRV + r + DTG,26,q-and-a
Malawi Antiretroviral drugs received,12PP: DRV 150 + r 50 + DTG 10 (± NRTIs),27,q-and-a
Malawi Antiretroviral drugs received,12PA: DRV 150 + r 50 + DTG 50,28,q-and-a
Malawi Antiretroviral drugs received,13A: TDF / 3TC / DTG,29,q-and-a
Malawi Antiretroviral drugs received,14A: AZT / 3TC + DTG,30,q-and-a
Malawi Antiretroviral drugs received,14P: AZT / 3TC + DTG,31,q-and-a
Malawi Antiretroviral drugs received,14PP: AZT 60 / 3TC 30 + DTG 10,32,q-and-a
Malawi Antiretroviral drugs received,14PA: AZT 60 / 3TC 30 + DTG 50,33,q-and-a
Malawi Antiretroviral drugs received,15A: ABC / 3TC + DTG,34,q-and-a
Malawi Antiretroviral drugs received,15P: ABC / 3TC + DTG,35,q-and-a
Malawi Antiretroviral drugs received,15PP: ABC / 3TC + DTG,36,q-and-a
Malawi Antiretroviral drugs received,15PA: ABC 120 / 3TC 60 + DTG 50,37,q-and-a
Malawi Antiretroviral drugs received,16A: ABC / 3TC + RAL,38,q-and-a
Malawi Antiretroviral drugs received,16P: ABC / 3TC + RAL,39,q-and-a
Malawi Antiretroviral drugs received,17A: ABC / 3TC + EFV,40,q-and-a
Malawi Antiretroviral drugs received,17P: ABC / 3TC + EFV,41,q-and-a
Malawi Antiretroviral drugs received,17PP: ABC 120 / 3TC 60 + EFV 200,42,q-and-a
Malawi Antiretroviral drugs received,17PA: ABC 600 / 3TC 300 + EFV 200,43,q-and-a
Malawi Antiretroviral drugs received,Non standard,44,q-and-a
Malawi ART side effects,Hepatitis,9530,q-and-a
Malawi ART side effects,Peripheral neuropathy,9531,q-and-a
Malawi ART side effects,Other,9532,q-and-a
Malawi ART side effects,No,9533,q-and-a
Malawi ART side effects,Skin rash,9534,q-and-a
Malawi ART side effects,Lipodystrophy,9817,q-and-a
Malawi Developmental Assessment Tool Summary (Normal)-(Coded),Yes,1,q-and-a
Malawi Developmental Assessment Tool Summary (Normal)-(Coded),No,2,q-and-a
Malnutrition type,Marasmus,1546,q-and-a
Malnutrition type,Kwashiorkor,1547,q-and-a
Management,Delivery mode and procedure done,9057,q-and-a
Management,Conservative management,9058,q-and-a
Materials used by clinicians,Box of tablets,4941,q-and-a
Materials used by clinicians,Other non-coded,4942,q-and-a
Maternal Death,Yes,1,q-and-a
Maternal Death,No,2,q-and-a
MDR-TB registration group,Transfer in MDR-TB patient,1071,q-and-a
MDR-TB registration group,Treatment after failure of first treatment MDR-TB patient,1072,q-and-a
MDR-TB registration group,Other MDR-TB patient,1073,q-and-a
MDR-TB registration group,Treatment after default MDR-TB patient,1074,q-and-a
MDR-TB registration group,Relapse MDR-TB patient,1075,q-and-a
MDR-TB registration group,Treatment after failure of re-treatment MDR-TB patient,1076,q-and-a
MDR-TB registration group,New MDR-TB patient,1077,q-and-a
MDR-TB risk factors,Health care worker,1157,q-and-a
MDR-TB risk factors,MDR-TB contact,1158,q-and-a
MDR-TB risk factors,Previous incarceration,1159,q-and-a
MDR-TB risk factors,Previous tuberculosis treatment,1160,q-and-a
MDR-TB risk factors,Household contact received second line tuberculosis drugs,3622,q-and-a
Measles vaccine,No,8925,q-and-a
Measles vaccine,Yes,8926,q-and-a
Meconium delayed,Yes,1,q-and-a
Meconium delayed,No,2,q-and-a
Medical and surgical history (coded),"Injury, trauma, surgery of head",1,q-and-a
Medical and surgical history (coded),History of seizure,2,q-and-a
Medical and surgical history (coded),Complications at birth,3,q-and-a
Medical and surgical history (coded),"Neonatal infection, Cerebral Malaria, and/or Meningitis",4,q-and-a
Medical and surgical history (coded),Delayed milestones,5,q-and-a
Medication adherence day,Day 1 medication adherence,1,q-and-a
Medication adherence day,Day 2 medication adherence,2,q-and-a
Medication adherence day,Day 3 medication adherence,3,q-and-a
Medication adherence day,Day 4 medication adherence,4,q-and-a
Medication adherence day,Day 5 medication adherence,5,q-and-a
Medication adherence day,Day 6 medication adherence,6,q-and-a
Medication adherence day,Day 7 medication adherence,7,q-and-a
Medication adherence day,Day 8 medication adherence,8,q-and-a
Medication adherence day,Day 9 medication adherence,9,q-and-a
Medication adherence day,Day 10 medication adherence,10,q-and-a
Medication adherence day,Day 11 medication adherence,11,q-and-a
Medication adherence day,Day 12 medication adherence,12,q-and-a
Medication adherence day,Day 13 medication adherence,13,q-and-a
Medication adherence day,Day 14 medication adherence,14,q-and-a
Medication adherence day,Day 15 medication adherence,15,q-and-a
Medication adherence day,Day 16 medication adherence,16,q-and-a
Medication adherence day,Day 17 medication adherence,17,q-and-a
Medication adherence day,Day 18 medication adherence,18,q-and-a
Medication adherence day,Day 19 medication adherence,19,q-and-a
Medication adherence day,Day 20 medication adherence,20,q-and-a
Medication adherence day,Day 21 medication adherence,21,q-and-a
Medication adherence day,Day 22 medication adherence,22,q-and-a
Medication adherence day,Day 23 medication adherence,23,q-and-a
Medication adherence day,Day 24 medication adherence,24,q-and-a
Medication adherence day,Day 25 medication adherence,25,q-and-a
Medication adherence day,Day 26 medication adherence,26,q-and-a
Medication adherence day,Day 27 medication adherence,27,q-and-a
Medication adherence day,Day 28 medication adherence,28,q-and-a
Medication adherence day,Day 29 medication adherence,29,q-and-a
Medication adherence day,Day 30 medication adherence,30,q-and-a
Medication adherence day,Day 31 medication adherence,31,q-and-a
Medication Side Effects,Yes,1,q-and-a
Medication Side Effects,No,2,q-and-a
Member of HIV association,No,3010,q-and-a
Member of HIV association,Did NOT answer,3011,q-and-a
Member of HIV association,Unknown,3012,q-and-a
Member of HIV association,Yes,3013,q-and-a
Meningitis,Bacterial,9396,q-and-a
Meningitis,Viral,9397,q-and-a
Meningitis,Tuberculosis,9398,q-and-a
Meningitis,Cryptococcal,9399,q-and-a
Meningitis,Other cause,9400,q-and-a
Meningitis assessment,No,902,q-and-a
Meningitis assessment,Meningitis acute bacterial,903,q-and-a
Meningitis assessment,Meningitis sub-acute presumed cryptococcus,904,q-and-a
Meningitis assessment,Meningitis sub-acute presumed tuberculosis,905,q-and-a
Meningitis assessment,Yes unspecified,919,q-and-a
Menstruation trigger,Yes,1,q-and-a
Menstruation trigger,No,2,q-and-a
Menstruation trigger,Unknown,3,q-and-a
Mental health chief complaint,Hallucinations,1,q-and-a
Mental health chief complaint,Hallucinations,1,q-and-a
Mental health chief complaint,Hallucinations,1,q-and-a
Mental health chief complaint,Hallucinations,1,q-and-a
Mental health chief complaint,Hallucinations,1,q-and-a
Mental health chief complaint,Delusions,2,q-and-a
Mental health chief complaint,Delusions,2,q-and-a
Mental health chief complaint,Delusions,2,q-and-a
Mental health chief complaint,Delusions,2,q-and-a
Mental health chief complaint,Delusions,2,q-and-a
Mental health chief complaint,Disruptive Behavior Disorder,3,q-and-a
Mental health chief complaint,Disruptive Behavior Disorder,3,q-and-a
Mental health chief complaint,Disruptive Behavior Disorder,3,q-and-a
Mental health chief complaint,Disruptive Behavior Disorder,3,q-and-a
Mental health chief complaint,Disruptive Behavior Disorder,3,q-and-a
Mental health chief complaint,Abnormal speech,4,q-and-a
Mental health chief complaint,Abnormal speech,4,q-and-a
Mental health chief complaint,Abnormal speech,4,q-and-a
Mental health chief complaint,Abnormal speech,4,q-and-a
Mental health chief complaint,Abnormal speech,4,q-and-a
Mental health chief complaint,Depressive Disorder,5,q-and-a
Mental health chief complaint,Depressive Disorder,5,q-and-a
Mental health chief complaint,Depressive Disorder,5,q-and-a
Mental health chief complaint,Depressive Disorder,5,q-and-a
Mental health chief complaint,Depressive Disorder,5,q-and-a
Mental health chief complaint,Chronic lung diagnosis set,6,q-and-a
Mental health chief complaint,Hypomania,6,q-and-a
Mental health chief complaint,Chronic lung diagnosis set,6,q-and-a
Mental health chief complaint,Chronic lung diagnosis set,6,q-and-a
Mental health chief complaint,Chronic lung diagnosis set,6,q-and-a
Mental health chief complaint,Judgement and Insight,7,q-and-a
Mental health chief complaint,Lack of insight,7,q-and-a
Mental health chief complaint,Judgement and Insight,7,q-and-a
Mental health chief complaint,Judgement and Insight,7,q-and-a
Mental health chief complaint,Judgement and Insight,7,q-and-a
Mental health chief complaint,Other non-coded,8,q-and-a
Mental health chief complaint,Other non-coded,8,q-and-a
Mental health chief complaint,Other non-coded,8,q-and-a
Mental health chief complaint,Other non-coded,8,q-and-a
Mental health chief complaint,Other non-coded,8,q-and-a
Mental health chief complaint absent,Hallucinations,1,q-and-a
Mental health chief complaint absent,Delusions,2,q-and-a
Mental health chief complaint absent,Disruptive Behavior Disorder,3,q-and-a
Mental health chief complaint absent,Abnormal speech,4,q-and-a
Mental health chief complaint absent,Depressive Disorder,5,q-and-a
Mental health chief complaint absent,Hypomania,6,q-and-a
Mental health chief complaint absent,Lack of insight,7,q-and-a
Mental health chief complaint absent,Other non-coded,8,q-and-a
Mental health referral,Yes,1,q-and-a
Mental health referral,No,2,q-and-a
Mental health screened,Yes,1,q-and-a
Mental health screened,No,2,q-and-a
Method of delivery,Spontaneous vaginal delivery,492,q-and-a
Method of delivery,Caesarean section,493,q-and-a
Method of delivery,Breech delivery,494,q-and-a
Method of delivery,Other non-coded,495,q-and-a
Method of drug administration,Oral,4787,q-and-a
Method of drug administration,Intravenous,4788,q-and-a
Method of enrollment,Inpatient hospitalization,1555,q-and-a
Method of enrollment,Intravenous drug user outreach,1556,q-and-a
Method of enrollment,Self-refer,1557,q-and-a
Method of enrollment,Sexually transmitted infection program,1558,q-and-a
Method of enrollment,Community-based organization,1559,q-and-a
Method of enrollment,Mobile VCT,1560,q-and-a
Method of enrollment,School VCT,1561,q-and-a
Method of enrollment,Old Tuberculosis program,1562,q-and-a
Method of enrollment,Other non-coded,1563,q-and-a
Method of enrollment,Malnutrition hospitalization,1564,q-and-a
Method of enrollment,Under five clinic,1565,q-and-a
Method of enrollment,Sex worker outreach,1566,q-and-a
Method of enrollment,PMTCT program,1567,q-and-a
Method of enrollment,Other outreach program,1568,q-and-a
Method of enrollment,VCT program,1569,q-and-a
Method of enrollment,Outpatient consultation,1570,q-and-a
Method of enrollment,Adolescents outreach,1571,q-and-a
Method of enrollment,Private company,1572,q-and-a
Method of enrollment,Unknown,3167,q-and-a
Method of enrollment,Hospitalization program,3621,q-and-a
Method of family planning,Male condom,1,q-and-a
Method of family planning,Female condom,2,q-and-a
Method of family planning,Condoms,3,q-and-a
Method of family planning,Other non-coded,4,q-and-a
Method of family planning,None,5,q-and-a
Method of family planning,Vasectomy,6,q-and-a
Method of family planning,Injectable contraceptives,7,q-and-a
Method of family planning,Diaphragm,8,q-and-a
Method of family planning,Sterilization,9,q-and-a
Method of family planning,NOT applicable,10,q-and-a
Method of family planning,Depo-provera,11,q-and-a
Method of family planning,Tubal ligation,12,q-and-a
Method of family planning,Norplant,13,q-and-a
Method of family planning,Abstinence,14,q-and-a
Method of family planning,Natural family planning,15,q-and-a
Method of family planning,Oral contraception,16,q-and-a
Method of family planning,Female sterilization,17,q-and-a
Method of family planning,Intrauterine device,18,q-and-a
Method of heating home,None,1298,q-and-a
Method of heating home,Other non-coded,1299,q-and-a
Method of heating home,Gas heater,1300,q-and-a
Method of heating home,Open fire,1301,q-and-a
Method of heating home,Coal stove,1302,q-and-a
Method of HIV exposure,Suspected past HIV exposure,62,q-and-a
Method of HIV exposure,Blood transfusion,63,q-and-a
Method of HIV exposure,Spouses partner suspected HIV+,66,q-and-a
Method of HIV exposure,Contaminated needle stick,715,q-and-a
Method of HIV exposure,Intravenous drug use,716,q-and-a
Method of HIV exposure,Other non-coded,717,q-and-a
Method of HIV exposure,Unknown,718,q-and-a
Microbiology,Test requested,8568,q-and-a
Microbiology,Result available,8569,q-and-a
Microcytic,Sickle cell disease,9223,q-and-a
Microcytic,Folate deficiency,9224,q-and-a
Microcytic,Malaria-associated,9225,q-and-a
Microcytic,Haemolysis,9226,q-and-a
Microcytic,Unknown,9227,q-and-a
Microcytic,B12 deficiency,9228,q-and-a
Microcytic,Chronic disease,9229,q-and-a
Microcytic,Blood loss,9230,q-and-a
Microcytic,Other cause,9231,q-and-a
Microcytic,Drug induced,9232,q-and-a
Microcytic,Iron deficiency,9233,q-and-a
Microscopy,Yes,1,q-and-a
Microscopy,No,2,q-and-a
Middle upper arm circumference less than 11.5 cm,No,8927,q-and-a
Middle upper arm circumference less than 11.5 cm,Yes,8928,q-and-a
Missed antiretroviral drug,Abacavir,3428,q-and-a
Missed antiretroviral drug,Lamivudine,3430,q-and-a
Missed antiretroviral drug,Efavirenz,3431,q-and-a
Missed antiretroviral drug,Nevirapine,3432,q-and-a
Missed antiretroviral drug,Stavudine,3433,q-and-a
Missed antiretroviral drug,Stavudine Lamivudine and Nevirapine,3434,q-and-a
Missed antiretroviral drug,Zidovudine and Lamivudine,3581,q-and-a
Missed antiretroviral drug,Stavudine and Lamivudine,3582,q-and-a
Missed medical appointment since starting ART,No,3726,q-and-a
Missed medical appointment since starting ART,Did NOT answer,3727,q-and-a
Missed medical appointment since starting ART,Unknown,3728,q-and-a
Missed medical appointment since starting ART,Yes,3729,q-and-a
Missed medication trigger,Yes,1,q-and-a
Missed medication trigger,No,2,q-and-a
Missed medication trigger,Unknown,3,q-and-a
Mitral A wave is absent,True,5473,q-and-a
Mitral A wave is absent,False,5474,q-and-a
Mitral valve anterior leaflet structure,Vegetation,5302,q-and-a
Mitral valve anterior leaflet structure,Elbow deformity,5303,q-and-a
Mitral valve anterior leaflet structure,Cleft,5304,q-and-a
Mitral valve anterior leaflet structure,Prolapse,5310,q-and-a
Mitral valve anterior leaflet thickness,Mildly thickened,5530,q-and-a
Mitral valve anterior leaflet thickness,Severely thickened,5531,q-and-a
Mitral valve anterior leaflet thickness,Moderately thickened,5532,q-and-a
Mitral valve anterior leaflet thickness,Normal,5533,q-and-a
Mitral valve posterior leaflet structure,Vegetation,5311,q-and-a
Mitral valve posterior leaflet structure,Tethering,5312,q-and-a
Mitral valve posterior leaflet structure,Prolapse,5318,q-and-a
Mitral valve posterior leaflet thickness,Mildly thickened,5534,q-and-a
Mitral valve posterior leaflet thickness,Severely thickened,5535,q-and-a
Mitral valve posterior leaflet thickness,Moderately thickened,5536,q-and-a
Mitral valve posterior leaflet thickness,Normal,5537,q-and-a
Mitral valve symptoms,Mitral stenosis,4961,q-and-a
Mitral valve symptoms,Aortic regurgitation,4962,q-and-a
Mitral valve symptoms,Tricuspid regurgitation,4963,q-and-a
Month of tuberculosis adherence,June,3461,q-and-a
Month of tuberculosis adherence,May,3462,q-and-a
Month of tuberculosis adherence,March,3463,q-and-a
Month of tuberculosis adherence,April,3464,q-and-a
Month of tuberculosis adherence,February,3465,q-and-a
Month of tuberculosis adherence,January,3466,q-and-a
Month of tuberculosis adherence,August,3467,q-and-a
Month of tuberculosis adherence,November,3468,q-and-a
Month of tuberculosis adherence,October,3469,q-and-a
Month of tuberculosis adherence,September,3470,q-and-a
Month of tuberculosis adherence,December,3471,q-and-a
Month of tuberculosis adherence,July,3472,q-and-a
Most people believe a person who has HIV is dirty,Strongly agree,1721,q-and-a
Most people believe a person who has HIV is dirty,Agree,1722,q-and-a
Most people believe a person who has HIV is dirty,Disagree,1723,q-and-a
Most people believe a person who has HIV is dirty,Strongly disagree,1724,q-and-a
Most with HIV are rejected when others learn,Strongly agree,1717,q-and-a
Most with HIV are rejected when others learn,Agree,1718,q-and-a
Most with HIV are rejected when others learn,Disagree,1719,q-and-a
Most with HIV are rejected when others learn,Strongly disagree,1720,q-and-a
Mother HIV Status,Patient died,9775,q-and-a
Mother HIV Status,Alive not on ART,9776,q-and-a
Mother HIV Status,Unknown,9777,q-and-a
Mother HIV Status,Alive on ART,9778,q-and-a
Mother who stage,655860f6-977f-11e1-8993-905e29aff6c1,5093,q-and-a
Mother who stage,65585ec6-977f-11e1-8993-905e29aff6c1,5094,q-and-a
Mother who stage,65585dae-977f-11e1-8993-905e29aff6c1,5095,q-and-a
Mother who stage,65585fde-977f-11e1-8993-905e29aff6c1,5096,q-and-a
Much better,Not at all sure,1729,q-and-a
Much better,Mostly sure,1730,q-and-a
Much better,Somewhat sure,1731,q-and-a
Much better,Very sure,1732,q-and-a
Mucocutaneous exam findings,Oral candidiasis,696,q-and-a
Mucocutaneous exam findings,Kaposi sarcoma oral,697,q-and-a
Mucocutaneous exam findings,Skin rash,698,q-and-a
Multidrug resistant tuberculosis treatment outcome,Treatment completed - TB category IV,1137,q-and-a
Multidrug resistant tuberculosis treatment outcome,Defaulted - TB,1138,q-and-a
Multidrug resistant tuberculosis treatment outcome,Cured - TB category IV,1139,q-and-a
Multidrug resistant tuberculosis treatment outcome,Failed - TB category IV,1140,q-and-a
Multidrug resistant tuberculosis treatment outcome,Died - TB,1141,q-and-a
Multidrug resistant tuberculosis treatment outcome,Unknown,1142,q-and-a
Multidrug resistant tuberculosis treatment outcome,Patient transferred out,3657,q-and-a
Multidrug-resistant tuberculosis treatment classification,Never previously treated for tuberculosis,1018,q-and-a
Multidrug-resistant tuberculosis treatment classification,Multidrug-resistant and previously treated for tuberculosis,1019,q-and-a
Multiple Births,Yes,1,q-and-a
Multiple Births,No,2,q-and-a
Muscles,Yes,1,q-and-a
Muscles,No,2,q-and-a
Muscles,Unknown,3,q-and-a
Musculoskeletal exam findings,Normal,244,q-and-a
Musculoskeletal exam findings,Abnormal,245,q-and-a
Musculoskeletal exam findings,Joint swelling,246,q-and-a
Musculoskeletal exam findings,Muscle tenderness,247,q-and-a
Mycobacterium tuberculosis rifampin resistance detection status,Mycobacterium tuberculosis detected with indeterminate rifampin resistance,1,q-and-a
Mycobacterium tuberculosis rifampin resistance detection status,Mycobacterium tuberculosis detected with rifampin resistance,2,q-and-a
Mycobacterium tuberculosis rifampin resistance detection status,Mycobacterium tuberculosis detected without rifampin resistance,3,q-and-a
"Mycobacterium tuberculosis, extrapulmonary",No,5623,q-and-a
"Mycobacterium tuberculosis, extrapulmonary",Yes,5624,q-and-a
"Mycobacterium tuberculosis, extrapulmonary",Unknown,5625,q-and-a
Myoclonic seizures,Yes,1,q-and-a
Myoclonic seizures,No,2,q-and-a
Nasal flaring,No,8937,q-and-a
Nasal flaring,Yes,8938,q-and-a
Nausea duration,Days,517,q-and-a
Nausea duration,Weeks,518,q-and-a
Nausea duration,Months,519,q-and-a
"Neonatal infection, Cerebral Malaria, and/or Meningitis",Yes,1,q-and-a
"Neonatal infection, Cerebral Malaria, and/or Meningitis",No,2,q-and-a
"Neonatal infection, Cerebral Malaria, and/or Meningitis",Unknown,3,q-and-a
Nervous system diagnosis,Paraplegia,8403,q-and-a
Nervous system diagnosis,Meningitis,8404,q-and-a
Nervous system diagnosis,Psychiatric syndrome,8405,q-and-a
Nervous system diagnosis,Rabies,8406,q-and-a
Nervous system diagnosis,Peripheral neuropathy,8407,q-and-a
Nervous system diagnosis,Subarachnoid haemorrhage,8408,q-and-a
Nervous system diagnosis,Epilepsy,8409,q-and-a
Nervous system diagnosis,Other nervous system condition,8410,q-and-a
Nervous system diagnosis,Coma unknown cause,8411,q-and-a
Nervous system diagnosis,Headache,8412,q-and-a
Nervous system diagnosis,Tetanus,8413,q-and-a
Nervous system diagnosis,Stroke,8414,q-and-a
Nervous system diagnosis,Seizures,8415,q-and-a
Nervous system diagnosis,Space occupying lesion cerebral toxoplasmosis,8416,q-and-a
Neurologic complications present,Non healing sores on feet or ankles,8351,q-and-a
Neurologic complications present,"Tingling in hands, feet or legs",8352,q-and-a
Neurologic complications present,"Numbness in hands, feet or legs",8353,q-and-a
Neurologic exam findings,Seizures,248,q-and-a
Neurologic exam findings,Cranial nerve abnormalities,249,q-and-a
Neurologic exam findings,Normal,250,q-and-a
Neurologic exam findings,Abnormal,251,q-and-a
Neurologic exam findings,Asymmetric reflexes,252,q-and-a
Neurologic exam findings,Abnormal gait,253,q-and-a
Neurologic exam findings,Decreased sensation,254,q-and-a
Neurologic exam findings,Abnormal tone,255,q-and-a
Neurologic exam findings,Focal weakness,256,q-and-a
Neurologic exam findings,Irritability,257,q-and-a
Neurologic exam findings,Edema nos,3511,q-and-a
Neurological exam findings,Focal neurological deficit,5250,q-and-a
Neurological exam findings,Focal weakness,5251,q-and-a
Neurological exam findings,Normal,5252,q-and-a
Neuropathy and Peripheral Vascular Disease,Yes,1,q-and-a
Neuropathy and Peripheral Vascular Disease,No,2,q-and-a
Never received antiretrovirals before,No,3163,q-and-a
Never received antiretrovirals before,Unknown,3164,q-and-a
Never received antiretrovirals before,Yes,3165,q-and-a
New Negative,Yes,1,q-and-a
New Negative,No,2,q-and-a
New Positive,Yes,1,q-and-a
New Positive,No,2,q-and-a
New prophylaxis,Fluconazole,4278,q-and-a
New prophylaxis,Isoniazid,4279,q-and-a
New prophylaxis,Trimethoprim and sulfamethoxazole,4280,q-and-a
New prophylaxis,"New prophylaxis drug, other",4295,q-and-a
Newborn antiretroviral use,Lamivudine,304,q-and-a
Newborn antiretroviral use,Nevirapine,305,q-and-a
Newborn antiretroviral use,Zidovudine,306,q-and-a
Newborn antiretroviral use,Other non-coded,307,q-and-a
Next appointment location,IC3,1,q-and-a
Next appointment location,Advanced NCD clinic,2,q-and-a
No foetal movement,No,9549,q-and-a
No foetal movement,Yes,9550,q-and-a
No longer visited or visited less by family or friends,Sometimes,2477,q-and-a
No longer visited or visited less by family or friends,Often,2478,q-and-a
No longer visited or visited less by family or friends,Never,2479,q-and-a
No longer visited or visited less by family or friends,Did NOT answer,2635,q-and-a
No longer visited or visited less by family or friends,Unknown,2738,q-and-a
No presence of splenomegaly,Yes,1,q-and-a
No presence of splenomegaly,No,2,q-and-a
None Concerns,Yes,1,q-and-a
None Concerns,No,2,q-and-a
None Concerns,Unknown,3,q-and-a
Nonsteroidal anti-inflammatory drug use,Yes,1,q-and-a
Nonsteroidal anti-inflammatory drug use,No,2,q-and-a
Normal nutrition screening for MUAC,Yes,1,q-and-a
Normal nutrition screening for MUAC,No,2,q-and-a
Normal(Generic),Yes,1,q-and-a
Normal(Generic),No,2,q-and-a
Normal(Generic),Unknown,3,q-and-a
Normocytic,Sickle cell disease,9234,q-and-a
Normocytic,Folate deficiency,9235,q-and-a
Normocytic,Malaria-associated,9236,q-and-a
Normocytic,Haemolysis,9237,q-and-a
Normocytic,Unknown,9238,q-and-a
Normocytic,B12 deficiency,9239,q-and-a
Normocytic,Chronic disease,9240,q-and-a
Normocytic,Blood loss,9241,q-and-a
Normocytic,Other cause,9242,q-and-a
Normocytic,Drug induced,9243,q-and-a
Normocytic,Iron deficiency,9244,q-and-a
Not required,Yes,1,q-and-a
Not required,No,2,q-and-a
Not required,Unknown,3,q-and-a
Number of servings of fruits and vegetables consumed per day,Asthma,1,q-and-a
Number of servings of fruits and vegetables consumed per day,Asthma,1,q-and-a
Number of servings of fruits and vegetables consumed per day,Asthma,1,q-and-a
Number of servings of fruits and vegetables consumed per day,Asthma,1,q-and-a
Number of servings of fruits and vegetables consumed per day,Hypertension,2,q-and-a
Number of servings of fruits and vegetables consumed per day,Hypertension,2,q-and-a
Number of servings of fruits and vegetables consumed per day,Hypertension,2,q-and-a
